"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","H2_2","Social_h2_2_Zr","VZr","Social_h2_Zr","H2_2_Zr","direct_social","dat3C_I","dat_weights","Record_id_long","Species_name.2.phylo"
"IGE0199","19",NA,"Chorthippus biguttulus","arthropods",NA,"semicaptive","experimental","F","ad",935,1062,396,64,93,NA,1,"egg pod length","reproduction","no",9.285,"no",5.182,NA,"no","yes",2,0.542,0.088,NA,NA,0.042,0.223,NA,NA,NA,NA,1.766,2.643,0.2,0.03,NA,NA,NA,NA,NA,NA,"Table 1; Text pg 337","AST","# id/pedigree calculated as the number of females + males + max(sires) + max(dams), meaning that it might be underestimated; # id w records set to 396 instead of 412 because only 396 survived until the last day of the experiment; Trait mean and SD for the start of the experiment, be aware it decreases over the experiment by -0.273 (se=0.012) mm/week; Trait SD calculated from reported SE as sd = se*sqrt(1062); V other 1 = Cohort, V other 2 = Mating pair id; estimates extracted for the full 15-day period, although the authors also provide an estimate for each day (i.e. 15 estimates) in Figure 2","DF","63 sires, 93 dams, 280 families","#sires and #dams changed to 63 and 94, respectively; #families changed to NA; depth of pedigree changed to 1 because only F1 available","non_transf",NA,"gaussian",NA,NA,"Chorthippus biguttulus","Bielefeld_DE","6","Revise",2.643,9.285,NA,NA,NA,2019,2.71,2.643,0.0332954975406735,0.03,0.205069996216421,0.2,0.03,0.00254452926208651,0.03,0.203,"I_ige",0.00102074874820535,5.98141421125448,14,"Chorthippus biguttulus"
"IGE0202","106","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,9871,9871,293,456,1839,6,"body weight 270 days","morphology","no",164.2,"no",13.3,NA,"no","yes",6.12,60.205,1.28,NA,NA,3.527,8.292,NA,NA,NA,NA,96.631,NA,0.343,0.007,0,NA,0.152,NA,95.068,0.542,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Give indirect heritability as 0.007.","FS","the correlation between direct and social additive genetic effects (data not reported in tables) was not significantly different from 0 (P > 0.05) for BW270, so we could replace the NA; note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Changed r DGE-IGE to 0. Added note about indirect heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Revise",NA,164.2,NA,NA,NA,2015,175.524781341108,175.524781341108,0.00729241757329126,0.007,0.343,0.343,0.007,0.000101337657073368,0.007,0.357,"I_a",0.00223298731086091,9.19735644441789,15,"Sus scrofa"
"IGE0202","106","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,9871,9871,293,456,1839,6,"body weight 270 days","morphology","no",164.2,"no",13.3,NA,"no","yes",6.12,60.205,1.28,NA,NA,3.527,8.292,NA,NA,NA,NA,96.631,NA,0.343,0.007,0,NA,0.152,NA,95.068,0.542,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Give indirect heritability as 0.007.","FS","the correlation between direct and social additive genetic effects (data not reported in tables) was not significantly different from 0 (P > 0.05) for BW270, so we could replace the NA; note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Changed r DGE-IGE to 0. Added note about indirect heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Revise",NA,164.2,NA,NA,NA,2015,175.524781341108,175.524781341108,0.00729241757329126,0.007,0.343,0.343,0.007,0.000101337657073368,0.007,0.357,"I_ige",4.74748568707245e-05,9.19735644441789,16,"Sus scrofa"
"IGE0202","107","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,8343,8343,293,456,1557,6,"carcasss backfat depth","morphology","no",27,"no",5,NA,"no","yes",6.12,7.015,0.014,NA,NA,1.022,0.746,NA,NA,NA,NA,12.49,NA,0.332,0.001,NA,NA,-0.119,NA,6.156,0.292,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,27,NA,NA,NA,2015,21.1295180722892,21.1295180722892,0.000662580185317178,0.001,0.332,0.332,0.001,0.000119904076738609,0.001,0.345,"I_a",0.00962277091906722,9.02917814290207,17,"Sus scrofa"
"IGE0202","107","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,8343,8343,293,456,1557,6,"carcasss backfat depth","morphology","no",27,"no",5,NA,"no","yes",6.12,7.015,0.014,NA,NA,1.022,0.746,NA,NA,NA,NA,12.49,NA,0.332,0.001,NA,NA,-0.119,NA,6.156,0.292,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,27,NA,NA,NA,2015,21.1295180722892,21.1295180722892,0.000662580185317178,0.001,0.332,0.332,0.001,0.000119904076738609,0.001,0.345,"I_ige",1.92043895747599e-05,9.02917814290207,18,"Sus scrofa"
"IGE0202","108","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,4191,4191,293,456,850,6,"carcass lean meat content","morphology","no",49.6,"no",2.7,NA,"no","yes",6.12,2.074,0.015,NA,NA,0.371,0.204,NA,NA,NA,NA,3.102,NA,0.372,0.003,-0.72,NA,-0.127,NA,1.176,0.211,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.003","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,49.6,NA,NA,NA,2015,5.5752688172043,5.5752688172043,0.00269045323047252,0.003,0.372,0.372,0.003,0.000238777459407832,0.003,0.391,"I_a",0.00084303459937565,8.34069464792507,19,"Sus scrofa"
"IGE0202","108","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,4191,4191,293,456,850,6,"carcass lean meat content","morphology","no",49.6,"no",2.7,NA,"no","yes",6.12,2.074,0.015,NA,NA,0.371,0.204,NA,NA,NA,NA,3.102,NA,0.372,0.003,-0.72,NA,-0.127,NA,1.176,0.211,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.003","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,49.6,NA,NA,NA,2015,5.5752688172043,5.5752688172043,0.00269045323047252,0.003,0.372,0.372,0.003,0.000238777459407832,0.003,0.391,"I_ige",6.09716441207076e-06,8.34069464792507,20,"Sus scrofa"
"IGE0202","109","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,6287,6287,293,456,1219,6,"subcutaneous fat linoleic acid content","morphology","no",12.7,"no",1.4,NA,"no","yes",6.12,0.567,0.002,NA,NA,0.049,0.03,NA,NA,NA,NA,0.85,NA,0.383,0.001,NA,NA,-0.013,NA,0.479,0.324,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001.","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,12.7,NA,NA,NA,2015,1.48041775456919,1.48041775456919,0.00135097001763668,0.001,0.383,0.383,0.001,0.000159134309357097,0.001,0.404,"I_a",0.00351540703081406,8.74623928838306,21,"Sus scrofa"
"IGE0202","109","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,6287,6287,293,456,1219,6,"subcutaneous fat linoleic acid content","morphology","no",12.7,"no",1.4,NA,"no","yes",6.12,0.567,0.002,NA,NA,0.049,0.03,NA,NA,NA,NA,0.85,NA,0.383,0.001,NA,NA,-0.013,NA,0.479,0.324,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001.","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,12.7,NA,NA,NA,2015,1.48041775456919,1.48041775456919,0.00135097001763668,0.001,0.383,0.383,0.001,0.000159134309357097,0.001,0.404,"I_ige",1.24000248000496e-05,8.74623928838306,22,"Sus scrofa"
"IGE0202","110","1998-2013","Sus scrofa","mammals","Goland sire line, Gorzagri, Italy","captive","experimental","both","ad",NA,8055,8055,293,456,1733,6,"iodine number","morphology","no",66.1,"no",2.6,NA,"no","yes",6.12,2.032,0.006,NA,NA,0.194,0.111,NA,NA,NA,NA,2.523,NA,0.427,0.001,-0.58,NA,-0.064,NA,1.532,0.322,"Tables 1, 3-6","DF","V other 1 is group (pen), V other 2 is family (litter). Report indirect heritablity as 0.001","FS","note that heritability here is direct, they also report social heritability (that should match the var IGE/VP)","Added note about indirect heritability and entered value into social heritability","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Gorzagri_IT","7","Accept",NA,66.1,NA,NA,NA,2015,4.75878220140515,4.75878220140515,0.00126082677165354,0.001,0.427,0.427,0.001,0.000124192747143567,0.001,0.456,"I_a",0.000465072633267799,8.99404829561107,23,"Sus scrofa"
